"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
16.07.2016 18:50:00,995.55,21.19,294.73,12.17,56.37,25.20,14.21,11.00,8.92,14.27,1171.87,1.05,2.36,296.50
16.07.2016 19:00:00,995.53,21.07,294.61,12.22,56.94,25.02,14.24,10.77,8.95,14.31,1172.30,0.97,2.48,280.20
16.07.2016 19:10:00,995.50,21.06,294.60,12.29,57.24,25.00,14.31,10.69,8.99,14.38,1172.28,0.61,1.28,237.20
16.07.2016 19:20:00,995.54,21.00,294.54,12.25,57.32,24.91,14.28,10.63,8.97,14.34,1172.58,0.72,2.14,270.80
16.07.2016 19:30:00,995.60,20.88,294.41,12.29,57.88,24.73,14.31,10.41,8.99,14.38,1173.11,0.58,1.48,257.80
16.07.2016 19:40:00,995.63,20.72,294.25,12.40,58.89,24.48,14.42,10.07,9.06,14.48,1173.74,0.67,1.24,228.70
16.07.2016 19:50:00,995.64,20.58,294.11,12.52,59.89,24.27,14.54,9.74,9.13,14.60,1174.26,0.62,1.32,253.40
16.07.2016 20:00:00,995.68,20.45,293.97,12.62,60.75,24.08,14.63,9.45,9.19,14.69,1174.78,0.72,1.72,258.70
16.07.2016 20:10:00,995.75,20.30,293.82,12.67,61.52,23.86,14.68,9.18,9.22,14.74,1175.45,0.59,1.42,253.50
16.07.2016 20:20:00,995.85,20.21,293.72,12.69,61.96,23.73,14.70,9.03,9.23,14.76,1175.92,0.66,1.28,261.30
16.07.2016 20:30:00,995.93,20.12,293.62,12.72,62.42,23.59,14.73,8.87,9.25,14.79,1176.37,0.64,1.08,254.40
16.07.2016 20:40:00,996.02,19.99,293.48,12.74,63.00,23.41,14.75,8.66,9.26,14.80,1176.98,0.66,1.20,257.50
16.07.2016 20:50:00,996.10,19.93,293.42,12.77,63.35,23.32,14.77,8.55,9.28,14.83,1177.30,0.92,1.44,256.00
16.07.2016 21:00:00,996.12,19.84,293.33,12.79,63.79,23.19,14.79,8.40,9.29,14.85,1177.68,1.33,2.10,262.50
16.07.2016 21:10:00,996.11,19.75,293.24,12.78,64.09,23.06,14.78,8.28,9.28,14.84,1178.04,1.09,2.04,250.10
16.07.2016 21:20:00,996.12,19.66,293.15,12.84,64.72,22.93,14.84,8.09,9.32,14.90,1178.39,0.80,1.80,245.30
16.07.2016 21:30:00,996.14,19.57,293.05,12.94,65.53,22.80,14.94,7.86,9.38,15.00,1178.72,0.67,1.72,235.60
16.07.2016 21:40:00,996.22,19.50,292.98,12.99,66.03,22.70,14.99,7.71,9.41,15.05,1179.08,0.74,2.30,232.70
16.07.2016 21:50:00,996.22,19.39,292.87,13.05,66.75,22.55,15.05,7.50,9.45,15.11,1179.50,0.58,1.72,229.40
16.07.2016 22:00:00,996.23,19.29,292.77,13.08,67.26,22.41,15.07,7.34,9.47,15.13,1179.90,0.62,1.44,272.60
16.07.2016 22:10:00,996.19,19.23,292.71,13.12,67.70,22.33,15.12,7.21,9.49,15.17,1180.08,0.91,2.52,265.20
16.07.2016 22:20:00,996.19,19.16,292.64,13.19,68.33,22.23,15.19,7.04,9.54,15.25,1180.32,1.03,2.32,270.30
16.07.2016 22:30:00,996.16,19.10,292.58,13.26,68.87,22.15,15.25,6.89,9.58,15.31,1180.51,1.05,2.24,229.70
16.07.2016 22:40:00,996.13,18.99,292.47,13.32,69.65,21.99,15.32,6.68,9.62,15.38,1180.88,0.90,1.72,204.90
16.07.2016 22:50:00,996.14,18.97,292.45,13.37,69.93,21.97,15.36,6.61,9.65,15.42,1180.96,1.11,2.16,220.10
16.07.2016 23:00:00,996.13,18.92,292.40,13.33,70.00,21.90,15.33,6.57,9.63,15.39,1181.15,1.24,2.34,229.50
16.07.2016 23:10:00,996.04,18.82,292.31,13.35,70.50,21.76,15.34,6.42,9.64,15.40,1181.45,1.11,2.06,219.00
16.07.2016 23:20:00,995.95,18.77,292.27,13.39,70.90,21.69,15.38,6.31,9.66,15.44,1181.53,1.59,2.88,226.30
16.07.2016 23:30:00,995.86,18.71,292.22,13.46,71.50,21.61,15.45,6.16,9.71,15.52,1181.63,1.39,2.40,230.90
16.07.2016 23:40:00,995.84,18.67,292.18,13.51,71.90,21.56,15.50,6.06,9.74,15.57,1181.75,1.72,3.28,233.60
16.07.2016 23:50:00,995.81,18.66,292.17,13.56,72.20,21.55,15.56,5.99,9.77,15.62,1181.73,2.17,3.14,244.30
17.07.2016 00:00:00,995.81,18.62,292.13,13.54,72.30,21.49,15.54,5.95,9.76,15.60,1181.89,2.18,3.32,245.60
17.07.2016 00:10:00,995.81,18.60,292.11,13.57,72.50,21.47,15.56,5.90,9.78,15.63,1181.96,2.22,3.54,251.50
17.07.2016 00:20:00,995.80,18.56,292.07,13.57,72.70,21.41,15.57,5.85,9.78,15.63,1182.12,2.02,3.10,256.80
17.07.2016 00:30:00,995.71,18.52,292.04,13.59,73.00,21.36,15.59,5.77,9.80,15.66,1182.16,1.87,2.44,250.40
17.07.2016 00:40:00,995.64,18.45,291.97,13.61,73.40,21.26,15.61,5.66,9.81,15.68,1182.36,1.79,2.68,252.90
17.07.2016 00:50:00,995.56,18.39,291.92,13.62,73.70,21.18,15.61,5.57,9.81,15.68,1182.50,1.39,2.44,248.60
17.07.2016 01:00:00,995.53,18.32,291.85,13.65,74.20,21.09,15.65,5.44,9.84,15.72,1182.73,0.79,1.72,222.70
17.07.2016 01:10:00,995.49,18.27,291.81,13.71,74.70,21.03,15.71,5.32,9.87,15.78,1182.85,1.32,2.48,241.10
17.07.2016 01:20:00,995.39,18.27,291.82,13.73,74.80,21.03,15.73,5.30,9.89,15.80,1182.73,1.92,2.96,251.70
17.07.2016 01:30:00,995.38,18.32,291.87,13.73,74.60,21.09,15.73,5.36,9.89,15.81,1182.52,1.30,2.00,262.30
17.07.2016 01:40:00,995.33,18.28,291.83,13.72,74.70,21.04,15.72,5.32,9.88,15.79,1182.62,1.19,2.84,263.00
17.07.2016 01:50:00,995.31,18.27,291.82,13.75,74.90,21.03,15.75,5.28,9.90,15.82,1182.62,1.43,2.20,257.90
17.07.2016 02:00:00,995.29,18.26,291.81,13.78,75.10,21.01,15.78,5.23,9.92,15.86,1182.62,1.32,1.96,252.60
17.07.2016 02:10:00,995.22,18.18,291.74,13.82,75.70,20.91,15.83,5.08,9.95,15.90,1182.85,1.70,2.64,248.30
17.07.2016 02:20:00,995.17,18.09,291.65,13.82,76.10,20.79,15.82,4.97,9.95,15.90,1183.15,1.99,2.76,247.60
17.07.2016 02:30:00,995.09,18.00,291.57,13.83,76.60,20.67,15.83,4.84,9.96,15.91,1183.42,1.55,2.32,241.00
17.07.2016 02:40:00,994.97,17.89,291.47,13.83,77.10,20.53,15.83,4.70,9.95,15.91,1183.72,1.26,1.72,243.20
17.07.2016 02:50:00,994.94,17.87,291.45,13.87,77.40,20.50,15.87,4.63,9.98,15.95,1183.75,1.57,2.16,237.20
17.07.2016 03:00:00,994.86,17.86,291.45,13.90,77.60,20.49,15.90,4.59,10.00,15.98,1183.68,1.48,2.32,237.10
17.07.2016 03:10:00,994.79,17.80,291.40,13.88,77.80,20.41,15.88,4.53,9.99,15.96,1183.85,1.30,2.00,234.90
17.07.2016 03:20:00,994.86,17.77,291.36,13.91,78.10,20.37,15.91,4.46,10.01,16.00,1184.04,1.14,1.88,226.90
17.07.2016 03:30:00,994.77,17.74,291.34,13.92,78.30,20.34,15.92,4.41,10.02,16.01,1184.05,0.82,1.34,225.00
17.07.2016 03:40:00,994.78,17.76,291.36,13.92,78.20,20.36,15.92,4.44,10.02,16.01,1183.99,0.94,1.48,237.90
17.07.2016 03:50:00,994.88,17.80,291.39,13.94,78.10,20.41,15.94,4.47,10.03,16.02,1183.93,1.30,2.24,237.40
17.07.2016 04:00:00,994.92,17.84,291.42,13.96,78.00,20.46,15.96,4.50,10.04,16.04,1183.81,0.91,1.72,233.80
17.07.2016 04:10:00,994.96,17.82,291.40,14.03,78.50,20.44,16.04,4.39,10.09,16.13,1183.90,0.41,1.12,186.60
17.07.2016 04:20:00,994.91,17.81,291.39,14.06,78.70,20.43,16.08,4.35,10.11,16.16,1183.87,0.58,1.44,207.60
17.07.2016 04:30:00,995.00,17.72,291.30,14.09,79.30,20.31,16.11,4.20,10.13,16.19,1184.33,0.55,1.40,104.60
17.07.2016 04:40:00,995.06,17.40,290.97,14.17,81.30,19.90,16.18,3.72,10.18,16.26,1185.66,0.61,1.48,111.20
17.07.2016 04:50:00,995.13,17.36,290.93,14.37,82.60,19.85,16.40,3.45,10.31,16.48,1185.81,0.24,0.74,214.20
17.07.2016 05:00:00,995.14,17.04,290.61,14.77,86.50,19.46,16.83,2.63,10.59,16.91,1186.94,0.31,0.88,296.90
17.07.2016 05:10:00,995.14,16.65,290.21,14.74,88.50,18.98,16.80,2.18,10.57,16.88,1188.55,0.62,1.04,12.57
17.07.2016 05:20:00,995.16,16.33,289.89,14.84,90.90,18.60,16.91,1.69,10.63,16.99,1189.84,0.59,1.08,318.20
17.07.2016 05:30:00,995.15,16.13,289.69,14.90,92.40,18.36,16.97,1.40,10.67,17.05,1190.63,0.18,0.36,258.30
17.07.2016 05:40:00,995.11,15.99,289.56,14.96,93.60,18.20,17.03,1.16,10.72,17.12,1191.13,0.26,0.56,204.30
17.07.2016 05:50:00,995.04,15.85,289.42,14.94,94.30,18.04,17.01,1.03,10.70,17.09,1191.63,0.81,1.12,196.70
17.07.2016 06:00:00,995.07,15.78,289.35,14.97,94.90,17.96,17.04,0.92,10.72,17.12,1191.93,0.95,1.36,200.30
17.07.2016 06:10:00,995.12,15.82,289.38,15.09,95.40,18.00,17.17,0.83,10.80,17.26,1191.77,0.82,1.28,200.60
17.07.2016 06:20:00,995.07,15.84,289.41,15.14,95.60,18.02,17.23,0.79,10.84,17.32,1191.61,1.43,1.96,187.30
17.07.2016 06:30:00,995.15,15.85,289.41,15.16,95.70,18.04,17.26,0.78,10.86,17.34,1191.64,1.08,1.76,174.20
17.07.2016 06:40:00,995.14,15.98,289.54,15.31,95.80,18.19,17.42,0.76,10.96,17.51,1191.02,0.90,1.46,147.80
17.07.2016 06:50:00,995.14,16.02,289.58,15.33,95.70,18.23,17.45,0.78,10.98,17.53,1190.84,1.02,1.64,148.90
17.07.2016 07:00:00,995.13,16.01,289.57,15.31,95.60,18.22,17.42,0.80,10.96,17.51,1190.89,1.43,2.16,159.10
17.07.2016 07:10:00,995.14,16.11,289.67,15.42,95.70,18.34,17.55,0.79,11.04,17.64,1190.43,1.54,2.12,151.50
17.07.2016 07:20:00,995.14,16.30,289.86,15.60,95.60,18.56,17.75,0.82,11.17,17.83,1189.56,0.88,1.80,152.10
17.07.2016 07:30:00,995.14,16.36,289.92,15.61,95.30,18.63,17.76,0.88,11.17,17.84,1189.31,1.10,1.80,163.00
17.07.2016 07:40:00,995.14,16.32,289.88,15.55,95.20,18.59,17.69,0.89,11.13,17.78,1189.50,1.05,1.72,141.50
17.07.2016 07:50:00,995.14,16.30,289.86,15.55,95.30,18.56,17.69,0.87,11.13,17.78,1189.59,1.37,2.44,160.20
17.07.2016 08:00:00,995.13,16.39,289.95,15.65,95.40,18.67,17.81,0.86,11.21,17.90,1189.15,1.50,2.56,178.40
17.07.2016 08:10:00,995.02,16.49,290.06,15.69,95.00,18.79,17.85,0.94,11.23,17.94,1188.58,1.57,2.28,174.40
17.07.2016 08:20:00,994.99,16.60,290.18,15.75,94.70,18.92,17.92,1.00,11.28,18.01,1188.07,1.73,2.44,146.40
17.07.2016 08:30:00,994.86,16.82,290.41,15.97,94.70,19.19,18.17,1.02,11.44,18.26,1186.90,0.67,1.88,162.30
17.07.2016 08:40:00,994.76,17.02,290.62,16.06,94.10,19.43,18.29,1.15,11.51,18.38,1185.91,1.05,1.64,164.00
17.07.2016 08:50:00,994.74,17.16,290.76,16.15,93.80,19.60,18.39,1.22,11.58,18.49,1185.26,1.28,2.00,145.50
17.07.2016 09:00:00,994.76,17.37,290.97,16.26,93.20,19.87,18.52,1.35,11.66,18.61,1184.37,1.74,2.68,149.50
17.07.2016 09:10:00,994.71,17.52,291.12,16.41,93.20,20.06,18.69,1.36,11.77,18.79,1183.63,1.13,2.00,163.10
17.07.2016 09:20:00,994.68,17.90,291.50,16.65,92.40,20.54,18.98,1.56,11.96,19.08,1181.91,1.21,2.22,164.10
17.07.2016 09:30:00,994.60,18.37,291.98,16.75,90.30,21.16,19.11,2.05,12.04,19.21,1179.85,1.38,2.56,184.30
17.07.2016 09:40:00,994.53,18.70,292.32,16.83,88.90,21.60,19.20,2.40,12.10,19.31,1178.39,2.03,2.92,157.10
17.07.2016 09:50:00,994.47,19.08,292.70,17.08,88.20,22.12,19.51,2.61,12.29,19.62,1176.65,1.73,2.68,148.30
17.07.2016 10:00:00,994.45,19.40,293.03,17.13,86.70,22.56,19.56,3.00,12.33,19.67,1175.31,2.14,2.88,151.60
17.07.2016 10:10:00,994.37,19.80,293.43,17.30,85.50,23.13,19.78,3.35,12.46,19.89,1173.52,1.69,2.72,141.70
17.07.2016 10:20:00,994.23,20.48,294.13,17.53,83.20,24.13,20.07,4.05,12.65,20.19,1170.50,1.50,2.80,145.70
17.07.2016 10:30:00,994.10,21.48,295.14,17.77,79.40,25.65,20.37,5.28,12.84,20.49,1166.24,1.05,2.04,195.50
17.07.2016 10:40:00,994.01,22.21,295.88,17.46,74.50,26.82,19.98,6.84,12.60,20.10,1163.43,2.14,4.92,218.80
17.07.2016 10:50:00,994.03,22.76,296.43,16.63,68.37,27.73,18.96,8.77,11.95,19.08,1161.74,2.23,4.24,286.20
17.07.2016 11:00:00,993.93,22.84,296.52,16.55,67.68,27.87,18.86,9.01,11.89,18.98,1161.36,1.30,3.70,288.80
17.07.2016 11:10:00,993.90,22.79,296.47,16.41,67.29,27.78,18.70,9.09,11.78,18.81,1161.59,2.29,4.96,278.60
17.07.2016 11:20:00,993.91,22.55,296.23,16.28,67.72,27.38,18.54,8.84,11.69,18.66,1162.61,2.38,4.00,268.40
17.07.2016 11:30:00,993.91,22.53,296.21,16.28,67.77,27.35,18.53,8.81,11.68,18.65,1162.69,1.60,3.50,257.50
17.07.2016 11:40:00,993.91,22.57,296.25,16.34,67.89,27.42,18.61,8.80,11.73,18.73,1162.50,1.45,4.48,254.70
17.07.2016 11:50:00,993.80,23.18,296.87,16.47,65.96,28.45,18.76,9.68,11.83,18.88,1159.92,0.93,2.64,19.90
17.07.2016 12:00:00,993.70,23.40,297.10,16.51,65.25,28.83,18.81,10.02,11.86,18.93,1158.91,1.32,2.68,261.40
17.07.2016 12:10:00,993.64,23.13,296.83,16.37,65.75,28.36,18.65,9.71,11.76,18.77,1159.97,1.28,2.52,291.20
17.07.2016 12:20:00,993.69,21.34,295.03,16.64,74.60,25.43,18.97,6.46,11.96,19.09,1166.94,1.69,5.44,319.60
17.07.2016 12:30:00,993.55,20.18,293.88,16.97,81.80,23.68,19.37,4.31,12.22,19.50,1171.21,0.84,3.04,288.80
17.07.2016 12:40:00,993.48,20.66,294.37,17.28,81.00,24.39,19.76,4.63,12.46,19.89,1169.04,0.43,1.24,317.90
17.07.2016 12:50:00,993.47,21.07,294.78,17.66,80.90,25.02,20.24,4.78,12.77,20.37,1167.18,0.53,1.08,2.05
17.07.2016 13:00:00,993.49,21.29,295.00,17.84,80.70,25.36,20.46,4.89,12.91,20.60,1166.23,0.92,2.44,347.50
17.07.2016 13:10:00,993.60,21.40,295.10,17.53,78.60,25.53,20.07,5.46,12.66,20.19,1166.10,1.50,4.40,272.60
17.07.2016 13:20:00,993.67,20.20,293.89,16.88,81.20,23.71,19.25,4.46,12.14,19.38,1171.33,1.96,4.16,256.60
17.07.2016 13:30:00,993.38,19.43,293.15,17.14,86.60,22.61,19.58,3.03,12.35,19.71,1173.91,2.05,2.80,247.80
17.07.2016 13:40:00,993.17,19.72,293.45,17.35,86.20,23.02,19.84,3.18,12.52,19.98,1172.39,1.49,2.80,241.70
17.07.2016 13:50:00,993.16,20.31,294.05,17.57,84.30,23.87,20.13,3.75,12.70,20.26,1169.89,1.14,2.16,247.80
17.07.2016 14:00:00,993.21,21.16,294.89,17.69,80.60,25.16,20.28,4.88,12.80,20.41,1166.50,0.74,1.76,243.70
17.07.2016 14:10:00,993.30,21.88,295.61,17.56,76.50,26.29,20.11,6.18,12.69,20.25,1163.84,1.22,3.20,305.20
17.07.2016 14:20:00,993.39,21.92,295.64,17.35,75.30,26.35,19.84,6.51,12.52,19.98,1163.90,1.35,3.36,296.20
17.07.2016 14:30:00,993.30,21.86,295.59,17.44,76.00,26.26,19.95,6.30,12.59,20.09,1163.99,0.86,1.88,14.21
17.07.2016 14:40:00,993.21,22.11,295.85,17.51,75.20,26.66,20.05,6.61,12.65,20.19,1162.85,2.20,4.50,36.62
17.07.2016 14:50:00,993.18,21.60,295.34,17.52,77.60,25.84,20.05,5.79,12.66,20.19,1164.82,1.49,3.48,25.79
17.07.2016 15:00:00,993.17,21.42,295.16,17.51,78.40,25.56,20.04,5.52,12.65,20.18,1165.53,1.49,3.54,356.70
17.07.2016 15:10:00,993.17,21.30,295.04,17.75,80.20,25.37,20.35,5.02,12.84,20.49,1165.87,0.96,2.08,351.30
17.07.2016 15:20:00,993.27,21.26,294.99,17.73,80.30,25.31,20.32,4.99,12.83,20.46,1166.15,1.70,4.40,338.10
17.07.2016 15:30:00,993.15,21.56,295.30,17.78,79.10,25.78,20.39,5.39,12.87,20.53,1164.79,1.41,3.70,330.40
17.07.2016 15:40:00,993.14,21.84,295.58,17.83,78.00,26.22,20.46,5.77,12.91,20.60,1163.64,1.45,3.00,354.30
17.07.2016 15:50:00,993.14,21.87,295.61,16.88,73.30,26.27,19.26,7.01,12.15,19.39,1164.06,2.14,4.72,276.50
17.07.2016 16:00:00,993.15,21.85,295.59,16.60,72.10,26.24,18.92,7.32,11.93,19.05,1164.31,1.87,3.72,264.90
17.07.2016 16:10:00,993.08,21.69,295.44,16.40,71.90,25.99,18.68,7.30,11.79,18.81,1164.96,2.89,5.28,258.70
17.07.2016 16:20:00,992.94,21.61,295.37,16.11,70.90,25.86,18.33,7.52,11.57,18.46,1165.27,2.73,4.84,265.40
17.07.2016 16:30:00,992.99,21.43,295.18,15.91,70.80,25.58,18.11,7.47,11.42,18.24,1166.14,2.92,4.92,264.10
17.07.2016 16:40:00,992.94,21.34,295.10,15.87,71.00,25.43,18.06,7.38,11.39,18.19,1166.46,2.76,4.80,252.20
17.07.2016 16:50:00,992.78,21.89,295.66,15.90,68.80,26.30,18.10,8.21,11.42,18.23,1164.08,2.55,4.72,247.40
17.07.2016 17:00:00,992.68,22.77,296.55,15.87,65.09,27.75,18.06,9.69,11.40,18.20,1160.52,2.59,6.65,235.40
17.07.2016 17:10:00,992.71,22.91,296.69,15.68,63.74,27.99,17.84,10.15,11.25,17.97,1160.10,2.77,6.59,249.80
17.07.2016 17:20:00,992.69,23.27,297.05,15.88,63.19,28.60,18.07,10.53,11.40,18.21,1158.57,2.28,4.22,245.60
17.07.2016 17:30:00,992.69,23.17,296.95,15.77,63.13,28.43,17.95,10.48,11.32,18.08,1159.01,2.75,5.40,262.00
17.07.2016 17:40:00,992.66,22.59,296.37,15.71,65.11,27.45,17.87,9.58,11.28,18.00,1161.28,2.77,5.00,260.50
17.07.2016 17:50:00,992.68,22.68,296.46,15.95,65.75,27.60,18.15,9.45,11.45,18.28,1160.83,2.12,3.60,252.80
17.07.2016 18:00:00,992.73,22.17,295.95,16.09,68.43,26.76,18.31,8.45,11.55,18.44,1162.82,3.04,4.96,255.00
17.07.2016 18:10:00,992.77,21.53,295.30,16.10,71.20,25.73,18.32,7.41,11.56,18.45,1165.39,1.73,3.04,254.90
17.07.2016 18:20:00,992.69,21.46,295.24,15.90,70.60,25.62,18.09,7.53,11.41,18.22,1165.68,2.85,4.34,257.10
17.07.2016 18:30:00,992.60,21.83,295.62,15.97,69.34,26.21,18.17,8.04,11.47,18.31,1164.07,2.28,3.76,247.40
17.07.2016 18:40:00,992.63,22.00,295.79,16.01,68.82,26.48,18.22,8.26,11.50,18.36,1163.41,2.16,3.84,253.70
17.07.2016 18:50:00,992.64,21.94,295.72,15.94,68.75,26.38,18.14,8.25,11.45,18.27,1163.70,2.62,4.52,263.90
17.07.2016 19:00:00,992.56,21.45,295.24,15.89,70.60,25.61,18.08,7.53,11.41,18.21,1165.57,2.75,4.64,254.30
17.07.2016 19:10:00,992.55,21.08,294.87,15.84,72.00,25.03,18.02,7.01,11.37,18.16,1167.05,2.82,4.28,261.90
17.07.2016 19:20:00,992.54,20.86,294.65,15.84,73.00,24.70,18.03,6.67,11.38,18.16,1167.90,2.86,4.80,259.60
17.07.2016 19:30:00,992.55,20.79,294.58,15.90,73.60,24.59,18.10,6.49,11.42,18.23,1168.16,2.20,3.72,261.60
17.07.2016 19:40:00,992.60,20.73,294.52,15.91,73.90,24.50,18.11,6.39,11.42,18.24,1168.46,2.31,3.72,263.20
17.07.2016 19:50:00,992.70,20.60,294.38,15.89,74.40,24.30,18.08,6.22,11.41,18.22,1169.10,1.97,3.52,264.80
17.07.2016 20:00:00,992.77,20.45,294.22,15.87,75.00,24.08,18.06,6.02,11.39,18.19,1169.79,2.58,4.06,258.60
17.07.2016 20:10:00,992.89,20.30,294.06,15.83,75.50,23.86,18.01,5.85,11.36,18.14,1170.56,2.75,4.36,257.60
17.07.2016 20:20:00,992.96,20.12,293.87,15.76,76.00,23.59,17.93,5.66,11.31,18.06,1171.39,2.92,4.16,257.40
17.07.2016 20:30:00,993.04,20.01,293.76,15.73,76.40,23.43,17.90,5.53,11.29,18.03,1171.94,2.96,4.02,261.20
17.07.2016 20:40:00,993.10,19.90,293.64,15.77,77.10,23.28,17.95,5.33,11.32,18.07,1172.43,3.13,4.08,261.20
17.07.2016 20:50:00,993.18,19.77,293.50,15.79,77.80,23.09,17.96,5.13,11.33,18.09,1173.03,3.10,4.04,259.70
17.07.2016 21:00:00,993.29,19.66,293.38,15.82,78.50,22.93,18.00,4.93,11.35,18.12,1173.59,3.17,4.06,260.50
17.07.2016 21:10:00,993.34,19.66,293.38,15.86,78.70,22.93,18.05,4.88,11.38,18.17,1173.64,3.53,4.92,259.40
17.07.2016 21:20:00,993.44,19.66,293.37,15.88,78.80,22.93,18.07,4.86,11.39,18.19,1173.74,3.73,4.60,258.20
17.07.2016 21:30:00,993.39,19.60,293.32,15.92,79.30,22.85,18.12,4.73,11.42,18.24,1173.90,4.06,5.17,256.20
17.07.2016 21:40:00,993.39,19.58,293.30,15.94,79.50,22.82,18.14,4.68,11.44,18.26,1173.97,3.97,5.57,257.80
17.07.2016 21:50:00,993.47,19.48,293.19,15.96,80.10,22.68,18.16,4.51,11.45,18.28,1174.45,4.19,5.21,257.20
17.07.2016 22:00:00,993.52,19.47,293.17,15.95,80.10,22.66,18.15,4.51,11.44,18.27,1174.57,3.71,5.09,257.60
17.07.2016 22:10:00,993.54,19.48,293.18,15.94,80.00,22.68,18.14,4.54,11.44,18.26,1174.55,3.99,5.61,255.10
17.07.2016 22:20:00,993.58,19.47,293.17,15.91,79.90,22.66,18.11,4.56,11.41,18.22,1174.65,3.84,5.11,258.30
17.07.2016 22:30:00,993.62,19.45,293.15,15.91,80.00,22.63,18.11,4.53,11.41,18.22,1174.78,3.78,5.27,252.90
17.07.2016 22:40:00,993.66,19.52,293.21,15.90,79.60,22.73,18.10,4.64,11.41,18.21,1174.55,3.21,5.25,257.20
17.07.2016 22:50:00,993.68,19.65,293.34,15.93,79.10,22.92,18.13,4.79,11.43,18.24,1174.04,3.32,4.40,254.70
17.07.2016 23:00:00,993.67,19.67,293.36,15.95,79.10,22.95,18.15,4.80,11.44,18.27,1173.94,3.12,4.89,252.90
17.07.2016 23:10:00,993.74,19.61,293.30,15.93,79.30,22.86,18.13,4.73,11.43,18.24,1174.28,2.92,3.80,251.80
17.07.2016 23:20:00,993.79,19.59,293.27,15.91,79.30,22.83,18.11,4.73,11.41,18.22,1174.42,2.89,3.96,252.90
17.07.2016 23:30:00,993.80,19.66,293.34,15.92,79.00,22.93,18.12,4.82,11.42,18.23,1174.15,2.70,3.96,253.20
17.07.2016 23:40:00,993.80,19.73,293.41,15.97,78.90,23.03,18.17,4.86,11.45,18.29,1173.85,3.07,4.12,258.50
17.07.2016 23:50:00,993.81,19.67,293.35,15.99,79.30,22.95,18.20,4.75,11.47,18.31,1174.08,3.20,5.01,257.70
18.07.2016 00:00:00,993.79,19.56,293.24,15.98,79.80,22.79,18.19,4.60,11.46,18.30,1174.50,3.17,5.45,258.40
18.07.2016 00:10:00,993.80,19.39,293.07,15.97,80.60,22.55,18.18,4.37,11.45,18.29,1175.20,3.03,4.16,259.00
18.07.2016 00:20:00,993.85,19.34,293.02,16.02,81.10,22.48,18.23,4.25,11.49,18.34,1175.45,3.40,4.81,259.30
18.07.2016 00:30:00,993.87,19.34,293.01,16.04,81.20,22.48,18.25,4.23,11.50,18.37,1175.46,3.53,5.25,257.10
18.07.2016 00:40:00,993.87,19.25,292.92,16.01,81.50,22.35,18.22,4.14,11.48,18.33,1175.84,3.44,5.15,258.30
18.07.2016 00:50:00,993.89,19.20,292.87,15.96,81.50,22.28,18.16,4.12,11.45,18.27,1176.08,3.46,5.43,260.30
18.07.2016 01:00:00,993.92,19.15,292.82,15.91,81.50,22.22,18.11,4.11,11.41,18.22,1176.34,3.29,4.65,256.50
18.07.2016 01:10:00,993.92,19.05,292.72,15.85,81.70,22.08,18.04,4.04,11.37,18.15,1176.78,3.22,4.28,260.30
18.07.2016 01:20:00,993.95,18.91,292.58,15.79,82.10,21.89,17.97,3.92,11.32,18.08,1177.42,3.23,5.23,258.80
18.07.2016 01:30:00,993.99,18.70,292.36,15.72,82.80,21.60,17.88,3.72,11.27,17.99,1178.34,2.92,4.24,261.50
18.07.2016 01:40:00,993.95,18.49,292.16,15.63,83.40,21.32,17.78,3.54,11.20,17.89,1179.20,3.21,4.85,258.50
18.07.2016 01:50:00,994.01,18.32,291.98,15.59,84.10,21.09,17.74,3.35,11.17,17.85,1179.97,3.32,4.51,255.90
18.07.2016 02:00:00,994.03,18.17,291.83,15.54,84.60,20.89,17.68,3.22,11.14,17.78,1180.63,3.17,5.05,255.00
18.07.2016 02:10:00,994.04,18.02,291.68,15.48,85.10,20.70,17.61,3.08,11.10,17.72,1181.28,2.92,4.85,251.50
18.07.2016 02:20:00,994.08,17.87,291.52,15.39,85.40,20.50,17.51,2.99,11.03,17.61,1181.98,3.08,4.34,254.00
18.07.2016 02:30:00,994.03,17.71,291.37,15.27,85.60,20.30,17.38,2.92,10.94,17.48,1182.63,3.55,4.69,253.30
18.07.2016 02:40:00,994.00,17.55,291.21,15.13,85.70,20.09,17.22,2.87,10.85,17.32,1183.31,3.67,5.13,251.30
18.07.2016 02:50:00,994.00,17.42,291.08,15.07,86.10,19.93,17.16,2.77,10.81,17.26,1183.88,3.46,5.11,252.70
18.07.2016 03:00:00,993.97,17.26,290.92,15.04,86.80,19.73,17.12,2.60,10.79,17.23,1184.51,2.99,3.92,251.90
18.07.2016 03:10:00,993.96,17.08,290.74,14.97,87.40,19.51,17.05,2.46,10.74,17.15,1185.26,2.96,4.44,249.10
18.07.2016 03:20:00,993.91,16.98,290.65,14.86,87.30,19.38,16.92,2.46,10.66,17.02,1185.67,2.89,4.20,251.80
18.07.2016 03:30:00,993.90,16.94,290.61,14.78,87.10,19.33,16.84,2.49,10.61,16.94,1185.86,3.34,4.85,254.60
18.07.2016 03:40:00,993.95,16.87,290.53,14.69,87.00,19.25,16.75,2.50,10.55,16.85,1186.25,3.08,3.84,252.20
